"time","h1","h2","tRun","der(h1)","der(h2)","der(tRun)","tMark","seq","paused","shutting","valve1","valve2","valve3"
530,0.04999999989499349,0.4142857150028867,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
531,0.04999999989499349,0.4107142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
532,0.04999999989499349,0.4071428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
533,0.04999999989499349,0.403571429288601,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
534,0.04999999989499349,0.4000000007171725,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
535,0.04999999989499349,0.3964285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
536,0.04999999989499349,0.3928571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
537,0.04999999989499349,0.3892857150028867,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
538,0.04999999989499349,0.3857142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
539,0.04999999989499349,0.3821428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
540,0.04999999989499349,0.378571429288601,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
541,0.04999999989499349,0.3750000007171724,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
542,0.04999999989499349,0.3714285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
543,0.04999999989499349,0.3678571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
544,0.04999999989499349,0.3642857150028868,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
545,0.04999999989499349,0.3607142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
546,0.04999999989499349,0.3571428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
547,0.04999999989499349,0.353571429288601,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
548,0.04999999989499349,0.3500000007171725,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
549,0.04999999989499349,0.3464285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
550,0.04999999989499349,0.3428571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
551,0.04999999989499349,0.3392857150028867,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
552,0.04999999989499349,0.3357142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
553,0.04999999989499349,0.3321428578600296,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
554,0.04999999989499349,0.328571429288601,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
555,0.04999999989499349,0.3250000007171724,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
556,0.04999999989499349,0.3214285721457439,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
557,0.04999999989499349,0.3178571435743153,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
558,0.04999999989499349,0.3142857150028867,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
559,0.04999999989499349,0.3107142864314582,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
560,0.04999999989499349,0.3071428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
561,0.04999999989499349,0.3035714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
562,0.04999999989499349,0.3000000007171724,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
563,0.04999999989499349,0.2964285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
564,0.04999999989499349,0.2928571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
565,0.04999999989499349,0.2892857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
566,0.04999999989499349,0.2857142864314581,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
567,0.04999999989499349,0.2821428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
568,0.04999999989499349,0.2785714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
569,0.04999999989499349,0.2750000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
570,0.04999999989499349,0.2714285721457437,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
571,0.04999999989499349,0.2678571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
572,0.04999999989499349,0.2642857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
573,0.04999999989499349,0.2607142864314581,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
574,0.04999999989499349,0.2571428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
575,0.04999999989499349,0.2535714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
576,0.04999999989499349,0.2500000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
577,0.04999999989499349,0.2464285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
578,0.04999999989499349,0.2428571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
579,0.04999999989499349,0.2392857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
580,0.04999999989499349,0.235714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
581,0.04999999989499349,0.2321428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
582,0.04999999989499349,0.2285714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
583,0.04999999989499349,0.2250000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
584,0.04999999989499349,0.2214285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
585,0.04999999989499349,0.2178571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
586,0.04999999989499349,0.2142857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
587,0.04999999989499349,0.2107142864314581,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
588,0.04999999989499349,0.2071428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
589,0.04999999989499349,0.2035714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
590,0.04999999989499349,0.2000000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
591,0.04999999989499349,0.1964285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
592,0.04999999989499349,0.1928571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
593,0.04999999989499349,0.1892857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
594,0.04999999989499349,0.185714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
595,0.04999999989499349,0.1821428578600294,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
596,0.04999999989499349,0.1785714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
597,0.04999999989499349,0.1750000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
598,0.04999999989499349,0.1714285721457438,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
599,0.04999999989499349,0.1678571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
600,0.04999999989499349,0.1642857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
601,0.04999999989499349,0.160714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
602,0.04999999989499349,0.1571428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
603,0.04999999989499349,0.1535714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
604,0.04999999989499349,0.1500000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
605,0.04999999989499349,0.1464285721457437,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
606,0.04999999989499349,0.1428571435743152,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
607,0.04999999989499349,0.1392857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
608,0.04999999989499349,0.1357142864314581,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
609,0.04999999989499349,0.1321428578600295,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
610,0.04999999989499349,0.1285714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
611,0.04999999989499349,0.1250000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
612,0.04999999989499349,0.1214285721457437,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
613,0.04999999989499349,0.1178571435743151,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
614,0.04999999989499349,0.1142857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
615,0.04999999989499349,0.110714286431458,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
616,0.04999999989499349,0.1071428578600294,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
617,0.04999999989499349,0.1035714292886009,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
618,0.04999999989499349,0.1000000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
619,0.04999999989499349,0.09642857214574374,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
620,0.04999999989499349,0.09285714357431515,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
621,0.04999999989499349,0.0892857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
622,0.04999999989499349,0.08571428643145804,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
623,0.04999999989499349,0.08214285786002945,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
624,0.04999999989499349,0.07857142928860089,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
625,0.04999999989499349,0.0750000007171723,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
626,0.04999999989499349,0.07142857214574372,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
627,0.04999999989499349,0.06785714357431519,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
628,0.04999999989499349,0.0642857150028866,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
629,0.04999999989499349,0.06071428643145801,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
630,0.04999999989499349,0.05714285786002946,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
631,0.04999999989499349,0.05357142928860087,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
632,0.04999999989499349,0.05000000071717231,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
632.0000002302122,0.04999999989499349,0.04999999989498585,22.0000000044024,0,-0.003571428571428572,0,10.00000000200232,6,0,0,0,0,1
632.0000002302122,0.04999999989499349,0.04999999989498585,22.0000000044024,0,0,1,22.0000000044024,7,0,0,0,0,0
633,0.04999999989499349,0.04999999989498585,22.99999977419019,0,0,1,22.0000000044024,7,0,0,0,0,0
634,0.04999999989499349,0.04999999989498585,23.99999977419021,0,0,1,22.0000000044024,7,0,0,0,0,0
635,0.04999999989499349,0.04999999989498585,24.99999977419027,0,0,1,22.0000000044024,7,0,0,0,0,0
636,0.04999999989499349,0.04999999989498585,25.99999977419027,0,0,1,22.0000000044024,7,0,0,0,0,0
637,0.04999999989499349,0.04999999989498585,26.99999977419027,0,0,1,22.0000000044024,7,0,0,0,0,0
638,0.04999999989499349,0.04999999989498585,27.99999977419027,0,0,1,22.0000000044024,7,0,0,0,0,0
639,0.04999999989499349,0.04999999989498585,28.99999977419027,0,0,1,22.0000000044024,7,0,0,0,0,0
640,0.04999999989499349,0.04999999989498585,29.99999977419027,0,0,1,22.0000000044024,7,0,0,0,0,0
640.0000002318145,0.04999999989499349,0.04999999989498585,30.00000000600478,0,0,1,22.0000000044024,7,0,0,0,0,0
640.0000002318145,0.04999999989499349,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
641,0.05499999873592087,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
642,0.05999999873592093,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
643,0.06499999873592105,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
644,0.06999999873592104,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
645,0.07499999873592104,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
646,0.07999999873592126,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
647,0.08499999873592126,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
648,0.08999999873592127,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
649,0.09499999873592127,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
650,0.09999999873592126,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
650.0000001300064,0.09999999938595304,0.04999999989498585,30.00000000600478,0.005,0,0,30.00000000600478,2,0,0,1,0,0
650.0000001300064,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
651,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
652,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
653,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
654,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
655,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
656,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
657,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
658,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
659,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
660,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
661,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
662,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
663,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
664,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
665,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
666,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
667,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
668,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
669,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
670,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
671,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
672,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
673,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
674,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
675,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
676,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
677,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
678,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
679,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
680,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
681,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
682,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
683,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
684,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
685,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
686,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
687,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
688,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
689,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
690,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
691,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
692,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
693,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
694,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
695,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
696,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
697,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
698,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
699,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
700,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
700.0000001400049,0.09999999938595304,0.04999999989498585,30.00000000600478,0,0,0,30.00000000600478,2,1,0,0,0,0
700.0000001400049,0.09999999938595304,0.04999999989498585,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
701,0.09624999991097138,0.04964285708784474,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
702,0.09249999991097135,0.04928571423070188,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
703,0.08874999991097129,0.04892857137355902,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
704,0.08499999991097129,0.04857142851641617,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
705,0.0812499999109712,0.0482142856592733,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
706,0.0774999999109712,0.04785714280213044,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
707,0.0737499999109712,0.04749999994498758,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
708,0.06999999991097119,0.04714285708784472,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
709,0.066249999910971,0.04678571423070185,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
710,0.06249999991097099,0.04642857137355898,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
711,0.05874999991097099,0.04607142851641613,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
712,0.05499999991097099,0.04571428565927327,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
713,0.05124999991097099,0.04535714280213041,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
713.3333333375966,0.04999999989498364,0.04523809518156019,30.00000000600478,-0.00375,-0.0003571428571428575,0,30.00000000600478,2,0,1,0,1,1
713.3333333375966,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
714,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
715,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
716,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
717,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
718,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
719,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
720,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
721,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
722,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
723,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
724,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
725,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
726,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
727,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
728,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
729,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
730,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
731,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
732,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
733,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
734,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
735,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
736,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
737,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
738,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
739,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
740,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
741,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
742,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
743,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
744,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
745,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
746,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
747,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
748,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
749,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
750,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
751,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
752,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
753,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
754,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
755,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
756,0.04999999989498364,0.04523809518156019,30.00000000600478,0,0,0,30.00000000600478,1,0,0,0,0,0
